kode_barang,nama_barang,stok,nama_bagian
BRG-0344,"Barang Contoh Ke-344",228,"Penetapan Hak dan Pendaftaran"
BRG-0345,"Barang Contoh Ke-345",245,"Tata Usaha"
BRG-0346,"Barang Contoh Ke-346",403,"Pengadaan Tanah dan Pengembangan"
BRG-0347,"Barang Contoh Ke-347",188,"Tata Usaha"
BRG-0348,"Barang Contoh Ke-348",139,"Survei dan Pemetaan"
BRG-0349,"Barang Contoh Ke-349",161,"Survei dan Pemetaan"
BRG-0350,"Barang Contoh Ke-350",285,"Penataan dan Pemberdayaan"
BRG-0351,"Barang Contoh Ke-351",127,"Penataan dan Pemberdayaan"
BRG-0352,"Barang Contoh Ke-352",207,"Penetapan Hak dan Pendaftaran"
BRG-0353,"Barang Contoh Ke-353",161,"Survei dan Pemetaan"
BRG-0354,"Barang Contoh Ke-354",105,"Survei dan Pemetaan"
BRG-0355,"Barang Contoh Ke-355",140,"Survei dan Pemetaan"
BRG-0356,"Barang Contoh Ke-356",394,"Penataan dan Pemberdayaan"
BRG-0357,"Barang Contoh Ke-357",47,"Tata Usaha"
BRG-0358,"Barang Contoh Ke-358",271,"Pengendalian dan Penanganan Sengketa"
BRG-0359,"Barang Contoh Ke-359",374,"Pengadaan Tanah dan Pengembangan"
BRG-0360,"Barang Contoh Ke-360",194,"Penataan dan Pemberdayaan"
BRG-0361,"Barang Contoh Ke-361",439,"Penetapan Hak dan Pendaftaran"
BRG-0362,"Barang Contoh Ke-362",411,"Penataan dan Pemberdayaan"
BRG-0363,"Barang Contoh Ke-363",30,"Pengadaan Tanah dan Pengembangan"
BRG-0364,"Barang Contoh Ke-364",421,"Tata Usaha"
BRG-0365,"Barang Contoh Ke-365",15,"Pengadaan Tanah dan Pengembangan"
BRG-0366,"Barang Contoh Ke-366",50,"Penataan dan Pemberdayaan"
BRG-0367,"Barang Contoh Ke-367",495,"Pengendalian dan Penanganan Sengketa"
BRG-0368,"Barang Contoh Ke-368",384,"Penataan dan Pemberdayaan"
BRG-0369,"Barang Contoh Ke-369",309,"Survei dan Pemetaan"
BRG-0370,"Barang Contoh Ke-370",85,"Penetapan Hak dan Pendaftaran"
BRG-0371,"Barang Contoh Ke-371",181,"Survei dan Pemetaan"
BRG-0372,"Barang Contoh Ke-372",196,"Penetapan Hak dan Pendaftaran"
BRG-0373,"Barang Contoh Ke-373",310,"Pengadaan Tanah dan Pengembangan"
BRG-0374,"Barang Contoh Ke-374",488,"Pengadaan Tanah dan Pengembangan"
BRG-0375,"Barang Contoh Ke-375",249,"Penetapan Hak dan Pendaftaran"
BRG-0376,"Barang Contoh Ke-376",22,"Penataan dan Pemberdayaan"
BRG-0377,"Barang Contoh Ke-377",328,"Penetapan Hak dan Pendaftaran"
BRG-0378,"Barang Contoh Ke-378",414,"Penetapan Hak dan Pendaftaran"
BRG-0379,"Barang Contoh Ke-379",76,"Penetapan Hak dan Pendaftaran"
BRG-0380,"Barang Contoh Ke-380",218,"Penetapan Hak dan Pendaftaran"
BRG-0381,"Barang Contoh Ke-381",299,"Pengadaan Tanah dan Pengembangan"
BRG-0382,"Barang Contoh Ke-382",42,"Tata Usaha"
BRG-0383,"Barang Contoh Ke-383",42,"Pengadaan Tanah dan Pengembangan"
BRG-0384,"Barang Contoh Ke-384",53,"Penetapan Hak dan Pendaftaran"
BRG-0385,"Barang Contoh Ke-385",354,"Survei dan Pemetaan"
BRG-0386,"Barang Contoh Ke-386",110,"Tata Usaha"
BRG-0387,"Barang Contoh Ke-387",374,"Tata Usaha"
BRG-0388,"Barang Contoh Ke-388",197,"Penetapan Hak dan Pendaftaran"
BRG-0389,"Barang Contoh Ke-389",338,"Survei dan Pemetaan"
BRG-0390,"Barang Contoh Ke-390",27,"Pengadaan Tanah dan Pengembangan"
BRG-0391,"Barang Contoh Ke-391",376,"Penataan dan Pemberdayaan"
BRG-0392,"Barang Contoh Ke-392",240,"Survei dan Pemetaan"
BRG-0393,"Barang Contoh Ke-393",293,"Pengendalian dan Penanganan Sengketa"
BRG-0394,"Barang Contoh Ke-394",54,"Survei dan Pemetaan"
BRG-0395,"Barang Contoh Ke-395",418,"Tata Usaha"
BRG-0396,"Barang Contoh Ke-396",368,"Tata Usaha"
BRG-0397,"Barang Contoh Ke-397",18,"Penetapan Hak dan Pendaftaran"
BRG-0398,"Barang Contoh Ke-398",412,"Tata Usaha"
BRG-0399,"Barang Contoh Ke-399",413,"Tata Usaha"
BRG-0400,"Barang Contoh Ke-400",191,"Pengendalian dan Penanganan Sengketa"
BRG-0401,"Barang Contoh Ke-401",221,"Penetapan Hak dan Pendaftaran"
BRG-0402,"Barang Contoh Ke-402",389,"Penataan dan Pemberdayaan"
BRG-0403,"Barang Contoh Ke-403",353,"Tata Usaha"
BRG-0404,"Barang Contoh Ke-404",231,"Pengendalian dan Penanganan Sengketa"
BRG-0405,"Barang Contoh Ke-405",367,"Pengadaan Tanah dan Pengembangan"
BRG-0406,"Barang Contoh Ke-406",32,"Pengadaan Tanah dan Pengembangan"
BRG-0407,"Barang Contoh Ke-407",125,"Pengadaan Tanah dan Pengembangan"
BRG-0408,"Barang Contoh Ke-408",353,"Penetapan Hak dan Pendaftaran"
BRG-0409,"Barang Contoh Ke-409",201,"Survei dan Pemetaan"
BRG-0410,"Barang Contoh Ke-410",410,"Penetapan Hak dan Pendaftaran"
BRG-0411,"Barang Contoh Ke-411",257,"Tata Usaha"
BRG-0412,"Barang Contoh Ke-412",310,"Penataan dan Pemberdayaan"
BRG-0413,"Barang Contoh Ke-413",239,"Pengadaan Tanah dan Pengembangan"
BRG-0414,"Barang Contoh Ke-414",163,"Pengadaan Tanah dan Pengembangan"
BRG-0415,"Barang Contoh Ke-415",91,"Penataan dan Pemberdayaan"
BRG-0416,"Barang Contoh Ke-416",130,"Pengendalian dan Penanganan Sengketa"
BRG-0417,"Barang Contoh Ke-417",441,"Tata Usaha"
BRG-0418,"Barang Contoh Ke-418",68,"Penetapan Hak dan Pendaftaran"
BRG-0419,"Barang Contoh Ke-419",217,"Tata Usaha"
BRG-0420,"Barang Contoh Ke-420",440,"Penataan dan Pemberdayaan"
BRG-0421,"Barang Contoh Ke-421",269,"Penetapan Hak dan Pendaftaran"
BRG-0422,"Barang Contoh Ke-422",421,"Penataan dan Pemberdayaan"
BRG-0423,"Barang Contoh Ke-423",188,"Pengendalian dan Penanganan Sengketa"
BRG-0424,"Barang Contoh Ke-424",273,"Pengadaan Tanah dan Pengembangan"
BRG-0425,"Barang Contoh Ke-425",230,"Pengendalian dan Penanganan Sengketa"
BRG-0426,"Barang Contoh Ke-426",61,"Tata Usaha"
BRG-0427,"Barang Contoh Ke-427",255,"Tata Usaha"
BRG-0428,"Barang Contoh Ke-428",52,"Penataan dan Pemberdayaan"
BRG-0429,"Barang Contoh Ke-429",366,"Survei dan Pemetaan"
BRG-0430,"Barang Contoh Ke-430",229,"Penetapan Hak dan Pendaftaran"
BRG-0431,"Barang Contoh Ke-431",27,"Penetapan Hak dan Pendaftaran"
BRG-0432,"Barang Contoh Ke-432",138,"Penetapan Hak dan Pendaftaran"
BRG-0433,"Barang Contoh Ke-433",297,"Pengadaan Tanah dan Pengembangan"
BRG-0434,"Barang Contoh Ke-434",434,"Survei dan Pemetaan"
BRG-0435,"Barang Contoh Ke-435",408,"Pengendalian dan Penanganan Sengketa"
BRG-0436,"Barang Contoh Ke-436",422,"Tata Usaha"
BRG-0437,"Barang Contoh Ke-437",135,"Penataan dan Pemberdayaan"
BRG-0438,"Barang Contoh Ke-438",108,"Pengadaan Tanah dan Pengembangan"
BRG-0439,"Barang Contoh Ke-439",481,"Pengadaan Tanah dan Pengembangan"
BRG-0440,"Barang Contoh Ke-440",226,"Survei dan Pemetaan"
BRG-0441,"Barang Contoh Ke-441",311,"Pengadaan Tanah dan Pengembangan"
BRG-0442,"Barang Contoh Ke-442",22,"Penetapan Hak dan Pendaftaran"
BRG-0443,"Barang Contoh Ke-443",468,"Survei dan Pemetaan"
BRG-0444,"Barang Contoh Ke-444",165,"Survei dan Pemetaan"
BRG-0445,"Barang Contoh Ke-445",242,"Penetapan Hak dan Pendaftaran"
BRG-0446,"Barang Contoh Ke-446",95,"Tata Usaha"
BRG-0447,"Barang Contoh Ke-447",227,"Tata Usaha"
BRG-0448,"Barang Contoh Ke-448",108,"Pengendalian dan Penanganan Sengketa"
BRG-0449,"Barang Contoh Ke-449",152,"Pengadaan Tanah dan Pengembangan"
BRG-0450,"Barang Contoh Ke-450",119,"Pengadaan Tanah dan Pengembangan"
BRG-0451,"Barang Contoh Ke-451",157,"Tata Usaha"
BRG-0452,"Barang Contoh Ke-452",490,"Penataan dan Pemberdayaan"
BRG-0453,"Barang Contoh Ke-453",476,"Pengendalian dan Penanganan Sengketa"
BRG-0454,"Barang Contoh Ke-454",310,"Pengadaan Tanah dan Pengembangan"
BRG-0455,"Barang Contoh Ke-455",245,"Penetapan Hak dan Pendaftaran"
BRG-0456,"Barang Contoh Ke-456",408,"Tata Usaha"
BRG-0457,"Barang Contoh Ke-457",396,"Penetapan Hak dan Pendaftaran"
BRG-0458,"Barang Contoh Ke-458",83,"Penataan dan Pemberdayaan"
BRG-0459,"Barang Contoh Ke-459",391,"Survei dan Pemetaan"
BRG-0460,"Barang Contoh Ke-460",39,"Pengendalian dan Penanganan Sengketa"
BRG-0461,"Barang Contoh Ke-461",211,"Pengadaan Tanah dan Pengembangan"
BRG-0462,"Barang Contoh Ke-462",384,"Penataan dan Pemberdayaan"
BRG-0463,"Barang Contoh Ke-463",232,"Penataan dan Pemberdayaan"
BRG-0464,"Barang Contoh Ke-464",308,"Penetapan Hak dan Pendaftaran"
BRG-0465,"Barang Contoh Ke-465",321,"Penataan dan Pemberdayaan"
BRG-0466,"Barang Contoh Ke-466",371,"Tata Usaha"
BRG-0467,"Barang Contoh Ke-467",451,"Tata Usaha"
BRG-0468,"Barang Contoh Ke-468",41,"Penetapan Hak dan Pendaftaran"
BRG-0469,"Barang Contoh Ke-469",479,"Pengendalian dan Penanganan Sengketa"
BRG-0470,"Barang Contoh Ke-470",179,"Pengendalian dan Penanganan Sengketa"
BRG-0471,"Barang Contoh Ke-471",467,"Tata Usaha"
BRG-0472,"Barang Contoh Ke-472",435,"Survei dan Pemetaan"
BRG-0473,"Barang Contoh Ke-473",275,"Penataan dan Pemberdayaan"
BRG-0474,"Barang Contoh Ke-474",389,"Survei dan Pemetaan"
BRG-0475,"Barang Contoh Ke-475",270,"Pengendalian dan Penanganan Sengketa"
BRG-0476,"Barang Contoh Ke-476",174,"Penataan dan Pemberdayaan"
BRG-0477,"Barang Contoh Ke-477",388,"Penataan dan Pemberdayaan"
BRG-0478,"Barang Contoh Ke-478",94,"Pengadaan Tanah dan Pengembangan"
BRG-0479,"Barang Contoh Ke-479",475,"Penetapan Hak dan Pendaftaran"
BRG-0480,"Barang Contoh Ke-480",139,"Penetapan Hak dan Pendaftaran"
BRG-0481,"Barang Contoh Ke-481",394,"Tata Usaha"
BRG-0482,"Barang Contoh Ke-482",352,"Penetapan Hak dan Pendaftaran"
BRG-0483,"Barang Contoh Ke-483",125,"Tata Usaha"
BRG-0484,"Barang Contoh Ke-484",444,"Penataan dan Pemberdayaan"
BRG-0485,"Barang Contoh Ke-485",161,"Pengendalian dan Penanganan Sengketa"
BRG-0486,"Barang Contoh Ke-486",355,"Tata Usaha"
BRG-0487,"Barang Contoh Ke-487",247,"Tata Usaha"
BRG-0488,"Barang Contoh Ke-488",398,"Survei dan Pemetaan"
BRG-0489,"Barang Contoh Ke-489",407,"Tata Usaha"
BRG-0490,"Barang Contoh Ke-490",479,"Survei dan Pemetaan"
BRG-0491,"Barang Contoh Ke-491",406,"Survei dan Pemetaan"
BRG-0492,"Barang Contoh Ke-492",132,"Pengadaan Tanah dan Pengembangan"
BRG-0493,"Barang Contoh Ke-493",291,"Penataan dan Pemberdayaan"
BRG-0494,"Barang Contoh Ke-494",329,"Tata Usaha"
BRG-0495,"Barang Contoh Ke-495",73,"Penetapan Hak dan Pendaftaran"
BRG-0496,"Barang Contoh Ke-496",417,"Penetapan Hak dan Pendaftaran"
BRG-0497,"Barang Contoh Ke-497",16,"Pengadaan Tanah dan Pengembangan"
BRG-0498,"Barang Contoh Ke-498",16,"Survei dan Pemetaan"
BRG-0499,"Barang Contoh Ke-499",451,"Penetapan Hak dan Pendaftaran"
BRG-0500,"Barang Contoh Ke-500",42,"Survei dan Pemetaan"
BRG-0501,"Barang Contoh Ke-501",33,"Penetapan Hak dan Pendaftaran"
BRG-0502,"Barang Contoh Ke-502",118,"Survei dan Pemetaan"
BRG-0503,"Barang Contoh Ke-503",402,"Penataan dan Pemberdayaan"
BRG-0504,"Barang Contoh Ke-504",50,"Survei dan Pemetaan"
BRG-0505,"Barang Contoh Ke-505",384,"Pengadaan Tanah dan Pengembangan"
BRG-0506,"Barang Contoh Ke-506",497,"Penetapan Hak dan Pendaftaran"
BRG-0507,"Barang Contoh Ke-507",210,"Penataan dan Pemberdayaan"
BRG-0508,"Barang Contoh Ke-508",276,"Penetapan Hak dan Pendaftaran"
BRG-0509,"Barang Contoh Ke-509",196,"Tata Usaha"
BRG-0510,"Barang Contoh Ke-510",270,"Survei dan Pemetaan"
BRG-0511,"Barang Contoh Ke-511",373,"Pengendalian dan Penanganan Sengketa"
BRG-0512,"Barang Contoh Ke-512",280,"Penataan dan Pemberdayaan"
BRG-0513,"Barang Contoh Ke-513",301,"Pengendalian dan Penanganan Sengketa"
BRG-0514,"Barang Contoh Ke-514",52,"Tata Usaha"
BRG-0515,"Barang Contoh Ke-515",40,"Penetapan Hak dan Pendaftaran"
BRG-0516,"Barang Contoh Ke-516",314,"Survei dan Pemetaan"
BRG-0517,"Barang Contoh Ke-517",386,"Pengadaan Tanah dan Pengembangan"
BRG-0518,"Barang Contoh Ke-518",52,"Penetapan Hak dan Pendaftaran"
BRG-0519,"Barang Contoh Ke-519",481,"Survei dan Pemetaan"
BRG-0520,"Barang Contoh Ke-520",94,"Pengadaan Tanah dan Pengembangan"
BRG-0521,"Barang Contoh Ke-521",126,"Tata Usaha"
BRG-0522,"Barang Contoh Ke-522",271,"Penataan dan Pemberdayaan"
BRG-0523,"Barang Contoh Ke-523",427,"Survei dan Pemetaan"
BRG-0524,"Barang Contoh Ke-524",151,"Pengendalian dan Penanganan Sengketa"
BRG-0525,"Barang Contoh Ke-525",173,"Survei dan Pemetaan"
BRG-0526,"Barang Contoh Ke-526",92,"Tata Usaha"
BRG-0527,"Barang Contoh Ke-527",500,"Penetapan Hak dan Pendaftaran"
BRG-0528,"Barang Contoh Ke-528",430,"Survei dan Pemetaan"
BRG-0529,"Barang Contoh Ke-529",378,"Pengadaan Tanah dan Pengembangan"
BRG-0530,"Barang Contoh Ke-530",146,"Tata Usaha"
BRG-0531,"Barang Contoh Ke-531",369,"Pengadaan Tanah dan Pengembangan"
BRG-0532,"Barang Contoh Ke-532",375,"Tata Usaha"
BRG-0533,"Barang Contoh Ke-533",119,"Penetapan Hak dan Pendaftaran"
BRG-0534,"Barang Contoh Ke-534",25,"Pengadaan Tanah dan Pengembangan"
BRG-0535,"Barang Contoh Ke-535",98,"Tata Usaha"
BRG-0536,"Barang Contoh Ke-536",412,"Penetapan Hak dan Pendaftaran"
BRG-0537,"Barang Contoh Ke-537",487,"Penataan dan Pemberdayaan"
BRG-0538,"Barang Contoh Ke-538",308,"Penetapan Hak dan Pendaftaran"
BRG-0539,"Barang Contoh Ke-539",153,"Pengadaan Tanah dan Pengembangan"
BRG-0540,"Barang Contoh Ke-540",460,"Survei dan Pemetaan"
BRG-0541,"Barang Contoh Ke-541",403,"Penetapan Hak dan Pendaftaran"
BRG-0542,"Barang Contoh Ke-542",275,"Penataan dan Pemberdayaan"
BRG-0543,"Barang Contoh Ke-543",378,"Tata Usaha"
BRG-0544,"Barang Contoh Ke-544",213,"Pengendalian dan Penanganan Sengketa"
BRG-0545,"Barang Contoh Ke-545",404,"Pengendalian dan Penanganan Sengketa"
BRG-0546,"Barang Contoh Ke-546",353,"Pengendalian dan Penanganan Sengketa"
BRG-0547,"Barang Contoh Ke-547",100,"Penetapan Hak dan Pendaftaran"
BRG-0548,"Barang Contoh Ke-548",215,"Penataan dan Pemberdayaan"
BRG-0549,"Barang Contoh Ke-549",404,"Penataan dan Pemberdayaan"
BRG-0550,"Barang Contoh Ke-550",453,"Penataan dan Pemberdayaan"
BRG-0551,"Barang Contoh Ke-551",427,"Survei dan Pemetaan"
BRG-0552,"Barang Contoh Ke-552",141,"Penetapan Hak dan Pendaftaran"
BRG-0553,"Barang Contoh Ke-553",252,"Pengadaan Tanah dan Pengembangan"
BRG-0554,"Barang Contoh Ke-554",305,"Tata Usaha"
BRG-0555,"Barang Contoh Ke-555",365,"Pengendalian dan Penanganan Sengketa"
BRG-0556,"Barang Contoh Ke-556",232,"Pengendalian dan Penanganan Sengketa"
BRG-0557,"Barang Contoh Ke-557",55,"Pengendalian dan Penanganan Sengketa"
BRG-0558,"Barang Contoh Ke-558",405,"Pengendalian dan Penanganan Sengketa"
BRG-0559,"Barang Contoh Ke-559",320,"Survei dan Pemetaan"
BRG-0560,"Barang Contoh Ke-560",54,"Tata Usaha"
BRG-0561,"Barang Contoh Ke-561",467,"Penetapan Hak dan Pendaftaran"
BRG-0562,"Barang Contoh Ke-562",237,"Survei dan Pemetaan"
BRG-0563,"Barang Contoh Ke-563",41,"Penataan dan Pemberdayaan"
BRG-0564,"Barang Contoh Ke-564",292,"Tata Usaha"
BRG-0565,"Barang Contoh Ke-565",424,"Survei dan Pemetaan"
BRG-0566,"Barang Contoh Ke-566",440,"Pengadaan Tanah dan Pengembangan"
BRG-0567,"Barang Contoh Ke-567",376,"Pengendalian dan Penanganan Sengketa"
BRG-0568,"Barang Contoh Ke-568",384,"Penetapan Hak dan Pendaftaran"
BRG-0569,"Barang Contoh Ke-569",180,"Penataan dan Pemberdayaan"
BRG-0570,"Barang Contoh Ke-570",399,"Penetapan Hak dan Pendaftaran"
BRG-0571,"Barang Contoh Ke-571",155,"Penataan dan Pemberdayaan"
BRG-0572,"Barang Contoh Ke-572",160,"Tata Usaha"
BRG-0573,"Barang Contoh Ke-573",432,"Tata Usaha"
BRG-0574,"Barang Contoh Ke-574",104,"Penetapan Hak dan Pendaftaran"
BRG-0575,"Barang Contoh Ke-575",317,"Pengadaan Tanah dan Pengembangan"
BRG-0576,"Barang Contoh Ke-576",237,"Penetapan Hak dan Pendaftaran"
BRG-0577,"Barang Contoh Ke-577",14,"Survei dan Pemetaan"
BRG-0578,"Barang Contoh Ke-578",366,"Penetapan Hak dan Pendaftaran"
BRG-0579,"Barang Contoh Ke-579",491,"Tata Usaha"
BRG-0580,"Barang Contoh Ke-580",174,"Pengendalian dan Penanganan Sengketa"
BRG-0581,"Barang Contoh Ke-581",76,"Tata Usaha"
BRG-0582,"Barang Contoh Ke-582",137,"Penataan dan Pemberdayaan"
BRG-0583,"Barang Contoh Ke-583",484,"Survei dan Pemetaan"
BRG-0584,"Barang Contoh Ke-584",64,"Survei dan Pemetaan"
BRG-0585,"Barang Contoh Ke-585",18,"Tata Usaha"
BRG-0586,"Barang Contoh Ke-586",201,"Pengadaan Tanah dan Pengembangan"
BRG-0587,"Barang Contoh Ke-587",390,"Tata Usaha"
BRG-0588,"Barang Contoh Ke-588",201,"Pengendalian dan Penanganan Sengketa"
BRG-0589,"Barang Contoh Ke-589",151,"Survei dan Pemetaan"
BRG-0590,"Barang Contoh Ke-590",121,"Tata Usaha"
BRG-0591,"Barang Contoh Ke-591",84,"Pengendalian dan Penanganan Sengketa"
BRG-0592,"Barang Contoh Ke-592",356,"Tata Usaha"
BRG-0593,"Barang Contoh Ke-593",372,"Tata Usaha"
BRG-0594,"Barang Contoh Ke-594",491,"Survei dan Pemetaan"
BRG-0595,"Barang Contoh Ke-595",54,"Penetapan Hak dan Pendaftaran"
BRG-0596,"Barang Contoh Ke-596",198,"Survei dan Pemetaan"
BRG-0597,"Barang Contoh Ke-597",265,"Tata Usaha"
BRG-0598,"Barang Contoh Ke-598",64,"Pengendalian dan Penanganan Sengketa"
BRG-0599,"Barang Contoh Ke-599",229,"Pengadaan Tanah dan Pengembangan"
BRG-0600,"Barang Contoh Ke-600",190,"Tata Usaha"
BRG-0601,"Barang Contoh Ke-601",42,"Pengendalian dan Penanganan Sengketa"
BRG-0602,"Barang Contoh Ke-602",177,"Penetapan Hak dan Pendaftaran"
BRG-0603,"Barang Contoh Ke-603",416,"Penetapan Hak dan Pendaftaran"
BRG-0604,"Barang Contoh Ke-604",209,"Survei dan Pemetaan"
BRG-0605,"Barang Contoh Ke-605",413,"Penataan dan Pemberdayaan"
BRG-0606,"Barang Contoh Ke-606",102,"Pengadaan Tanah dan Pengembangan"
BRG-0607,"Barang Contoh Ke-607",461,"Pengendalian dan Penanganan Sengketa"
BRG-0608,"Barang Contoh Ke-608",460,"Penetapan Hak dan Pendaftaran"
BRG-0609,"Barang Contoh Ke-609",157,"Penataan dan Pemberdayaan"
BRG-0610,"Barang Contoh Ke-610",317,"Pengendalian dan Penanganan Sengketa"
BRG-0611,"Barang Contoh Ke-611",268,"Penetapan Hak dan Pendaftaran"
BRG-0612,"Barang Contoh Ke-612",431,"Penetapan Hak dan Pendaftaran"
BRG-0613,"Barang Contoh Ke-613",401,"Penetapan Hak dan Pendaftaran"
BRG-0614,"Barang Contoh Ke-614",109,"Penetapan Hak dan Pendaftaran"
BRG-0615,"Barang Contoh Ke-615",405,"Penetapan Hak dan Pendaftaran"
BRG-0616,"Barang Contoh Ke-616",390,"Penataan dan Pemberdayaan"
BRG-0617,"Barang Contoh Ke-617",16,"Survei dan Pemetaan"
BRG-0618,"Barang Contoh Ke-618",295,"Tata Usaha"
BRG-0619,"Barang Contoh Ke-619",391,"Survei dan Pemetaan"
BRG-0620,"Barang Contoh Ke-620",290,"Penataan dan Pemberdayaan"
BRG-0621,"Barang Contoh Ke-621",158,"Pengadaan Tanah dan Pengembangan"
BRG-0622,"Barang Contoh Ke-622",361,"Tata Usaha"
BRG-0623,"Barang Contoh Ke-623",416,"Penataan dan Pemberdayaan"
BRG-0624,"Barang Contoh Ke-624",339,"Tata Usaha"
BRG-0625,"Barang Contoh Ke-625",252,"Penataan dan Pemberdayaan"
BRG-0626,"Barang Contoh Ke-626",196,"Pengendalian dan Penanganan Sengketa"
BRG-0627,"Barang Contoh Ke-627",446,"Pengendalian dan Penanganan Sengketa"
BRG-0628,"Barang Contoh Ke-628",290,"Penataan dan Pemberdayaan"
BRG-0629,"Barang Contoh Ke-629",416,"Tata Usaha"
BRG-0630,"Barang Contoh Ke-630",449,"Pengendalian dan Penanganan Sengketa"
BRG-0631,"Barang Contoh Ke-631",260,"Tata Usaha"
BRG-0632,"Barang Contoh Ke-632",216,"Penetapan Hak dan Pendaftaran"
BRG-0633,"Barang Contoh Ke-633",408,"Tata Usaha"
BRG-0634,"Barang Contoh Ke-634",423,"Pengadaan Tanah dan Pengembangan"
BRG-0635,"Barang Contoh Ke-635",172,"Pengendalian dan Penanganan Sengketa"
BRG-0636,"Barang Contoh Ke-636",205,"Pengendalian dan Penanganan Sengketa"
BRG-0637,"Barang Contoh Ke-637",200,"Survei dan Pemetaan"
BRG-0638,"Barang Contoh Ke-638",97,"Penataan dan Pemberdayaan"
BRG-0639,"Barang Contoh Ke-639",95,"Pengadaan Tanah dan Pengembangan"
BRG-0640,"Barang Contoh Ke-640",260,"Penetapan Hak dan Pendaftaran"
BRG-0641,"Barang Contoh Ke-641",489,"Survei dan Pemetaan"
BRG-0642,"Barang Contoh Ke-642",248,"Pengendalian dan Penanganan Sengketa"
BRG-0643,"Barang Contoh Ke-643",78,"Penataan dan Pemberdayaan"
BRG-0644,"Barang Contoh Ke-644",355,"Pengendalian dan Penanganan Sengketa"
BRG-0645,"Barang Contoh Ke-645",95,"Pengadaan Tanah dan Pengembangan"
BRG-0646,"Barang Contoh Ke-646",284,"Survei dan Pemetaan"
BRG-0647,"Barang Contoh Ke-647",208,"Penataan dan Pemberdayaan"
BRG-0648,"Barang Contoh Ke-648",370,"Penataan dan Pemberdayaan"
BRG-0649,"Barang Contoh Ke-649",485,"Penetapan Hak dan Pendaftaran"
BRG-0650,"Barang Contoh Ke-650",374,"Pengendalian dan Penanganan Sengketa"
BRG-0651,"Barang Contoh Ke-651",136,"Pengendalian dan Penanganan Sengketa"
BRG-0652,"Barang Contoh Ke-652",188,"Pengadaan Tanah dan Pengembangan"
BRG-0653,"Barang Contoh Ke-653",182,"Survei dan Pemetaan"
BRG-0654,"Barang Contoh Ke-654",263,"Tata Usaha"
BRG-0655,"Barang Contoh Ke-655",384,"Tata Usaha"
BRG-0656,"Barang Contoh Ke-656",232,"Tata Usaha"
BRG-0657,"Barang Contoh Ke-657",231,"Pengendalian dan Penanganan Sengketa"
BRG-0658,"Barang Contoh Ke-658",60,"Survei dan Pemetaan"
BRG-0659,"Barang Contoh Ke-659",136,"Survei dan Pemetaan"
BRG-0660,"Barang Contoh Ke-660",359,"Penetapan Hak dan Pendaftaran"
BRG-0661,"Barang Contoh Ke-661",89,"Penetapan Hak dan Pendaftaran"
BRG-0662,"Barang Contoh Ke-662",184,"Penetapan Hak dan Pendaftaran"
BRG-0663,"Barang Contoh Ke-663",216,"Pengendalian dan Penanganan Sengketa"
BRG-0664,"Barang Contoh Ke-664",449,"Tata Usaha"
BRG-0665,"Barang Contoh Ke-665",29,"Penetapan Hak dan Pendaftaran"
BRG-0666,"Barang Contoh Ke-666",82,"Pengendalian dan Penanganan Sengketa"
BRG-0667,"Barang Contoh Ke-667",238,"Tata Usaha"
BRG-0668,"Barang Contoh Ke-668",437,"Pengadaan Tanah dan Pengembangan"
BRG-0669,"Barang Contoh Ke-669",406,"Penetapan Hak dan Pendaftaran"
BRG-0670,"Barang Contoh Ke-670",232,"Pengadaan Tanah dan Pengembangan"
BRG-0671,"Barang Contoh Ke-671",179,"Pengendalian dan Penanganan Sengketa"
BRG-0672,"Barang Contoh Ke-672",24,"Penetapan Hak dan Pendaftaran"
BRG-0673,"Barang Contoh Ke-673",335,"Pengadaan Tanah dan Pengembangan"
BRG-0674,"Barang Contoh Ke-674",288,"Survei dan Pemetaan"
BRG-0675,"Barang Contoh Ke-675",219,"Pengendalian dan Penanganan Sengketa"
BRG-0676,"Barang Contoh Ke-676",406,"Survei dan Pemetaan"
BRG-0677,"Barang Contoh Ke-677",475,"Tata Usaha"
BRG-0678,"Barang Contoh Ke-678",492,"Penataan dan Pemberdayaan"
BRG-0679,"Barang Contoh Ke-679",444,"Survei dan Pemetaan"
BRG-0680,"Barang Contoh Ke-680",69,"Tata Usaha"
BRG-0681,"Barang Contoh Ke-681",42,"Survei dan Pemetaan"
BRG-0682,"Barang Contoh Ke-682",132,"Pengadaan Tanah dan Pengembangan"
BRG-0683,"Barang Contoh Ke-683",274,"Penataan dan Pemberdayaan"
BRG-0684,"Barang Contoh Ke-684",117,"Penetapan Hak dan Pendaftaran"
BRG-0685,"Barang Contoh Ke-685",295,"Pengadaan Tanah dan Pengembangan"
BRG-0686,"Barang Contoh Ke-686",322,"Survei dan Pemetaan"
BRG-0687,"Barang Contoh Ke-687",375,"Pengadaan Tanah dan Pengembangan"
BRG-0688,"Barang Contoh Ke-688",316,"Pengendalian dan Penanganan Sengketa"
BRG-0689,"Barang Contoh Ke-689",92,"Penetapan Hak dan Pendaftaran"
BRG-0690,"Barang Contoh Ke-690",230,"Tata Usaha"
BRG-0691,"Barang Contoh Ke-691",78,"Survei dan Pemetaan"
BRG-0692,"Barang Contoh Ke-692",79,"Pengendalian dan Penanganan Sengketa"
BRG-0693,"Barang Contoh Ke-693",148,"Penataan dan Pemberdayaan"
